x1,x2,y
-5.805894991778081,8.568759463640866,1
-4.565702576680704,7.382023227527237,1
-7.280092258087137,8.934156799342814,1
-5.586944462349091,7.812199152547658,1
-6.453221801152983,8.505330212515265,1
-3.5062663800114318,-8.302598957969503,2
-5.6056848630972524,9.287368895459153,1
-5.788221810115373,8.391961997384438,1
-6.5444660094566895,8.567450097326134,1
-5.794073949608572,-5.438627632477323,2
-5.6784494067450275,-6.583587798384254,2
-6.563823248631325,-7.080782883143449,2
-7.357765482124655,-7.053645649430199,2
-6.740736809798326,-6.813056887054707,2
-6.900414888997438,-6.956374205273628,2
-5.28974329525291,9.11616315892907,1
-5.945044051782369,-6.880857660351914,2
-6.105177177559862,10.474418895883854,1
-8.229876190229099,-4.7301486455739035,2
-7.571744993910387,-4.84082597822575,2
-5.55332811239201,7.188848499861494,1
-5.266349971754447,8.244542127780399,1
-7.892137865504691,7.997828934237162,1
-6.335008466715668,-7.003318571763756,2
-6.184719834158315,7.9854924115113075,1
-5.376682801597118,7.335623565973527,1
-5.409381274173667,8.078153243989162,1
-7.4521489752509,8.282481329501538,1
-6.30686145512623,-6.378067065317238,2
-6.5908147164768245,8.403224757597028,1
-6.951578086101331,-7.1156504964558405,2
-8.13034352970563,-4.992497936219832,2
-6.358747204437216,8.12888342972588,1
-5.598848464869545,10.015685609597798,1
-5.435580042966139,7.52969091531293,1
-7.402416780877768,-7.972206900816744,2
-6.35111380890438,7.601612551382514,1
-6.9197436958397525,-7.053208071643297,2
-4.973203023457116,6.20750738543002,1
-4.332747113259419,-6.312695741100183,2
-6.219014660274592,7.900105881712441,1
-4.289856084272068,7.928260185706829,1
-6.151407950302838,5.613810392614983,1
-6.732101123676907,5.458760983937759,1
-6.367753510004827,-8.232514157188964,2
-7.301702411701992,-7.328998598671052,2
-6.289742750473687,-7.390145985329705,2
-7.006855857968908,6.957262291412597,1
-6.069633683309401,7.750280800046877,1
-5.756818098156741,5.377711700455029,1
-6.355677025985642,7.889252654850168,1
-6.573697938925098,10.17472695251138,1
-5.531678102213256,8.661952664779307,1
-6.575669019778397,-5.656254713549619,2
-6.878446259479046,8.126111397257004,1
-5.730495057172051,-4.053997728164056,2
-5.202801343133488,8.1364076529783,1
-5.134560489360288,8.095674610381618,1
-5.905322488504517,8.491250004599605,1
-7.301568418215644,7.331883484222206,1
-6.776503532509766,-6.897228624915864,2
-7.6324660507103514,-6.31595787742332,2
-6.3890187118481,-6.246898559822979,2
-5.9048913694887615,9.144802114781385,1
-4.861873276889183,-6.904528819064643,2
-5.557337360183351,6.116282853549768,1
-5.4972918024170605,8.60511634594736,1
-6.990430117406368,-6.410134284583035,2
-6.546415214576375,-6.532181834328088,2
-5.41474363127076,8.904141857308124,1
-7.195550055636585,-6.480094564825172,2
-7.967184098171428,-6.302720071356468,2
-7.217022676519336,8.415126997276543,1
-6.550050654236581,-7.425292123520535,2
-5.953370954755484,8.421921970739664,1
-7.027153091662047,-7.998607185881868,2
-6.4695368909705335,8.453915365185615,1
-6.4232169550651586,-6.925200351391752,2
-6.3635126325128075,-5.67462929911156,2
-8.979902272710444,-5.794267891609369,2
-6.25249242531023,-6.492131487430629,2
-7.2176893443728325,-7.692171061599739,2
-4.82732199743811,8.805320306593215,1
-4.253387492223391,-8.169447313745671,2
-4.5108675763744515,7.182157650420517,1
-5.543495057694865,6.786961095882409,1
-5.383106719087915,-6.356009818907021,2
-5.951043923296934,7.992103047377021,1
-6.642821639331139,7.419872646631225,1
-6.6395872645931355,7.325797433864361,1
-7.030244476705477,7.258353888367767,1
-7.85564602891043,-7.480318390689603,2
-5.576770396445497,-6.1865022982884845,2
-6.628243278789926,9.111446937661148,1
-6.3273870346985515,-8.348109828364453,2
-6.048310222329532,7.951321701511159,1
-4.958056569211607,7.684037713566629,1
-5.912888790502337,7.831205385651091,1
-7.097840332676534,7.702265348871993,1
-7.206035241767413,8.128616551913407,1
-6.688602227669685,7.690038518435704,1
-5.775434068107107,-6.348652836768852,2
-6.671150265842383,7.34698972741442,1
-5.894668441223494,-6.2681128047438355,2
-6.1156838290718625,-8.349246022583161,2
-6.647547346529938,6.74839346906902,1
-7.342467058613246,-7.498094551837729,2
-7.077236806006494,-6.2839293136781444,2
-7.092404660946701,-7.537628943111763,2
-4.235008972495207,8.86618471644594,1
-7.1779882396587045,-6.657167629828175,2
-6.574170736934415,7.8586682798978424,1
-8.033219682133984,-5.465332592519443,2
-4.682219443573915,9.810921715989467,1
-6.577363064023046,-5.326304466787735,2
-5.872627745536679,8.170652630093732,1
-6.935626676669069,8.151843577887824,1
-7.447885199681762,9.944967127530067,1
-6.285149368287139,-6.970295660102001,2
-5.760300265575894,-5.671879290197836,2
-5.90444092964904,-6.47651010874541,2
-7.443763435550457,7.42280001946819,1
-6.609918970917586,8.4629666878291,1
-7.073427833831793,8.486046911185287,1
-7.6169791122016415,8.94434363120041,1
-8.342745216769243,-7.6997136415871505,2
-7.652156541588122,-5.27717389295916,2
-6.183187380411602,6.820902597224314,1
-7.373495458399019,-6.827133771007929,2
-6.603331042274118,-6.422750215025306,2
-6.463348043690732,-6.564143358357983,2
-7.3269798108726345,8.566179262660963,1
-4.629950084932611,11.031046244756496,1
-5.919438430238924,-7.849641612919835,2
-6.498109069771233,7.934014083353914,1
-4.201991564973222,6.001062262643302,1
-5.887327605201712,-7.348660592045615,2
-7.058110136076745,-4.966000440327228,2
-6.1674440530287775,8.756556308369996,1
-5.700223845174949,8.505629316653128,1
-6.275318313416552,6.1666517696225815,1
-8.31785980594648,-7.14697616402164,2
-8.110888124478587,-8.571108816253886,2
-6.030636499713102,8.317005339089642,1
-7.7246202930282974,-9.998384191875521,2
-7.526718211604853,-8.031805288040527,2
-5.442924970563963,-6.889364076100863,2
-6.727086159135258,8.190806589781358,1
-8.585579448133485,-7.385703242785032,2
-6.934900570227464,8.161868195996103,1
-6.853664851593922,-7.262989370817961,2
-5.944137233519742,-7.009183043612523,2
-7.02482891995847,8.825718988518652,1
-7.493069907636473,-5.7837869804454,2
-6.734708990668374,10.650764357037986,1
-6.179264389228779,8.497717546003125,1
-5.337692215071826,-5.384850761913396,2
-7.423196092257952,8.722012065321604,1
-7.373363548973143,7.979626910767037,1
-7.4193106374457605,-8.576659856775384,2
-5.587277942316333,-6.088082863403829,2
-4.939551983489269,-8.468432694001887,2
-7.398508039934309,-7.5691117050620615,2
-5.721240995595736,7.6529664198792,1
-6.301898601248896,8.292249497281304,1
-4.20893098228419,10.410984838872185,1
-5.325679357456878,8.908050630482238,1
-5.104501980796357,7.2521384586017446,1
-8.265458370357289,-7.566090831371675,2
-5.0869844626050975,-4.811353179038702,2
-7.468091556707181,7.845540945495199,1
-5.151577749574666,9.403902212801471,1
-5.910045728093268,-7.648398805816831,2
-6.428832092243817,7.328802548877302,1
-8.721015832519887,-6.5604326666658626,2
-7.39780514338621,-4.790135152098866,2
-5.984174003120639,-6.119813430366429,2
-6.371734336250407,8.578430907253926,1
-6.298868137069718,-4.6958881065205516,2
-3.8987713850758183,5.894998195874136,1
-6.658556635021874,7.217131781702264,1
-7.751976688487862,-6.461305778299915,2
-7.303852632150015,-8.40447036999005,2
-6.942101321791485,7.554180334898935,1
-6.525139244576454,10.552454273353463,1
-7.292618342635741,8.013468156806205,1
-4.511011300137469,8.380675247988597,1
-6.025478246920805,6.871948177922397,1
-5.961647013365127,7.653042000506875,1
-6.6553794492109954,-7.661797555943308,2
-6.189286415956927,8.862041898365987,1
-5.269459354665736,8.523346159046664,1
-7.249147620425566,-7.464961983062281,2
-6.697016630395574,8.872557609226364,1
-6.946500212542851,-7.8202424860596755,2
-5.244125103269828,-4.724957028407626,2
-6.052487234311743,8.475382501135384,1
-6.901409749218364,-7.7398249468700495,2
-7.607885295658242,-6.765934293107285,2
-5.099087731699745,-6.650270057286159,2
-5.229563240376301,8.02266515308546,1
-7.154302274395525,-6.105673958295928,2
-6.7178032312964975,9.9485119215194,1
-7.131978182533427,10.718928311071386,1
-6.055038131256868,-7.303713868009315,2
-5.075014349779893,5.983292030645933,1
-5.52473510283611,-8.203501423142221,2
-7.273481644671386,-5.92863531867435,2
-7.582889498854446,8.725131818956813,1
-5.403428649907504,8.89605064528692,1
-7.009768490330881,9.573371680808634,1
-6.323691526103341,-7.69578222425445,2
-6.969456303528732,-7.30299096375551,2
-4.794837724162406,-6.526381162337462,2
-6.278027401774266,-7.452836998196979,2
-7.067037977027031,-7.3022516178316,2
-5.688507679940291,-5.399798426119073,2
-8.691043977623917,9.173676445113824,1
-6.495491192894445,8.165297412308789,1
-6.500630866546617,-8.131233773271013,2
-5.072895122201804,9.657004287913638,1
-8.162205876155806,-7.048863100130429,2
-5.860090262049384,-7.685072764436597,2
-6.535727207728205,9.670955538950631,1
-7.07924887766572,9.2304278030687,1
-7.503414362421263,-6.051107263486181,2
-4.875296020732005,-6.0779140312006925,2
-6.115144427840082,-6.99159827225036,2
-5.802327074740424,-6.1675085101966225,2
-4.37252039476454,9.41188501429688,1
-5.2744914532899365,8.694074460742675,1
-4.497100577794781,-6.876241649613027,2
-6.810594386791657,6.53729314066528,1
-5.465326221290858,-8.372054862818434,2
-8.27337185768459,7.03173061823242,1
-6.653635310593699,-6.10583147038993,2
-5.402741008571179,-5.182748270011541,2
-7.115198205685313,-7.176457218245004,2
-5.879888465947134,-7.300245103603444,2
-6.850437939846826,-6.716380816712049,2
-5.019257136802626,7.680733344218993,1
-5.78090672640524,7.567885486193939,1
-6.284431306627283,9.49587607017562,1
-5.351834092977724,7.710345779709506,1
-6.212169065482533,-8.95845411722768,2
-7.390571750237845,7.341105628372998,1
-3.445101957709385,6.851378457198433,1
-5.7429321895956535,8.42371337441934,1
-6.411018003761136,-7.456757057047587,2
-6.377792162240514,7.824716199554481,1
-6.467643635827399,8.463135149990228,1
-6.338872517983441,7.8324025895462945,1
-6.205612957463247,-9.835974738939338,2
-6.109715135868315,-7.779866234842437,2
-7.6710413887612265,7.890012816840187,1
-4.197815666443921,-6.59835925676877,2
-8.75025448908592,9.08763381792426,1
-7.599032330469223,-5.894222436862169,2
-6.215419586077241,8.039069312424699,1
-5.80416681437716,8.924760481861373,1
-8.687838725235334,-9.327055516144675,2
-6.119999913222725,7.272647657019212,1
-4.776983091488823,-7.113348709868758,2
-5.014266518256405,6.367002729003877,1
-9.467684442964114,-6.853486955403828,2
-6.094392449684504,7.537560607407284,1
-5.82550259081826,9.58102006058227,1
-10.32747750186362,-8.27728607891637,2
-5.711527336499005,-5.726448132103547,2
-5.4179191488779,-6.413501709969251,2
-6.124428431217852,-5.489775152321174,2
-5.73678051893828,7.890866572435377,1
-6.614148999108763,-8.213411978146572,2
-7.025915408515022,8.184940299450394,1
-8.038229953406963,-6.3223567230108575,2
-8.324792733490055,-6.518396845424262,2
-6.68121844936457,-6.244667219304675,2
-6.869713723267329,7.948472520908358,1
-7.997464494428295,-6.977461573782767,2
-7.5575917585135866,-6.908384975689623,2
-5.636097549139234,8.824063410106229,1
-7.523492235498748,-6.4261201036350215,2
-6.569526749308081,6.722774149590718,1
-4.104025710564246,8.391605863752392,1
-6.072058351417299,-7.537046982148844,2
-7.560871895115076,-5.616202896725369,2
-5.923946622508732,-4.79579781561818,2
-4.930230827688453,-7.074516560920162,2
-4.268222295190226,7.149887824820452,1
-6.5625861131580585,6.839360485538121,1
-6.656172590540066,9.50066526851672,1
-6.912492483463903,-6.590370365497601,2
-6.91194298482543,-6.250209877170121,2
-6.257987465262482,-7.788145739357088,2
-7.765260290803598,-6.6132962270983375,2
-7.051599213013968,-7.2085240302442575,2
-6.331904514310394,7.278986899834982,1
-6.880719917488717,-9.10422867991575,2
-7.855506515763503,-6.730990654164852,2
-6.172672947689289,7.97752110022444,1
-7.266292542370717,-7.470284901457033,2
-5.529530407552569,8.133620784845487,1
-6.748976596446697,-6.251343651974496,2
-5.135316004127395,-7.572304377469235,2
-5.164127758204316,-6.115032182850615,2
-5.1077072269707395,-7.332805445160318,2
-4.260049624018751,7.047043273378819,1
-7.738376428450289,-7.714808074168789,2
-5.274704260909152,7.9478325384101565,1
-4.423028299060896,7.968448383473126,1
-6.747897769129609,-5.797054158850052,2
-7.210623476489916,9.432061371844059,1
-6.603604200344857,9.640155886257505,1
-6.878254793366777,-4.848249552816634,2
-7.450969748432946,9.477309185556456,1
-5.563165421295323,6.190297713872678,1
-6.647297574642799,8.644985967976417,1
-5.457937903347087,-6.937459603165925,2
-6.6236213206654755,-6.961423213455009,2
-6.781279603647099,-7.3726194742579585,2
-6.924183745273482,-6.848050661397415,2
-6.820860002913787,-7.979757183666928,2
-6.179335187505053,7.2792186059631145,1
-8.438132925269672,7.193568303934546,1
-6.3235713674684835,8.97652626153593,1
-6.231755252281507,7.869266917214808,1
-6.925530524934539,8.246909853067779,1
-5.837333212561884,8.824318712206267,1
-5.837098579458254,9.569928225489047,1
-6.347253478899973,8.567216101008155,1
-7.455352923430738,-7.881806022749992,2
-6.700741555688684,-6.342220530382663,2
-8.652050805250848,-7.680220555097756,2
-6.534182037518909,8.181517721217547,1
-5.659182020073141,-7.516513724585851,2
-7.9920265653333304,-8.663393915396227,2
-6.909321248845994,-6.541719960020151,2
-7.036194158040679,-8.20542779339071,2
-6.891895723656171,7.501957209559507,1
-6.030341873371798,9.03557171961619,1
-5.839867276873268,7.918965077108452,1
-7.407992532111145,-6.882823102335809,2
-7.6887318142341705,-8.394400543624496,2
-6.253106007308432,7.395397465818012,1
-7.968646799393992,9.04618474101452,1
-4.60038223083607,6.4847506373906585,1
-5.367955861458481,7.226510408709307,1
-6.230739643834999,7.529960417537133,1
-7.038544563338144,7.424555209361793,1
-5.366028452163951,6.96866986065856,1
-8.119741424892162,-8.519243775467663,2
-6.691295105931177,-4.448184451940215,2
-5.877473837540702,-6.007878505835236,2
-7.79911557947079,7.704331382642955,1
-5.328329048487859,-6.5689896797233756,2
-7.91608711448443,-4.983816349905969,2
-6.887628413258627,8.231911656403497,1
-6.9590619142242,-6.624596202127809,2
-5.568661091569,-8.986971153255183,2
-5.801955967727442,-6.427996760192637,2
-7.430758072304772,6.175840454729161,1
-7.149099490011718,-6.819054444509125,2
-6.305983827567876,6.793925163916586,1
-6.325116063788952,8.241548534565766,1
-7.055656128414403,7.47001075080925,1
-5.952007643983753,7.37143223628284,1
-5.86757627243664,-7.342850620728782,2
-7.042575506182467,8.75534311807888,1
-5.895387180789618,6.7479204741034655,1
-6.1247239971048675,-6.873004714212756,2
-7.151811176640891,-7.235183832875613,2
-8.187318005605679,7.136248424201457,1
-5.469488481397856,-7.003916482103146,2
-5.5860115257032525,9.404536036578625,1
-7.269750540427736,8.542912754134969,1
-7.159142092561741,6.791445470301679,1
-6.091785953167811,-8.28542530056406,2
-6.065998828786791,7.192991875689971,1
-8.327869984546318,-6.84398970860161,2
-4.529614476249803,-6.723436998049214,2
-7.686802351125426,6.781307091746611,1
-5.903665689572847,7.914760616905795,1
-6.055882838399593,6.406041273890677,1
-7.0774693994625855,8.574968348219482,1
-6.921513521765291,8.283873837425409,1
-8.281062450741365,-4.93826111799781,2
-5.661397044630103,-5.412573763852617,2
-7.454684337834092,-6.8607922858764985,2
-6.6452582519105485,-4.988178340987273,2
-7.741473124757309,-6.451883774334921,2
-6.472513656347659,-5.8529958530274895,2
-6.849116656348286,-6.506706529884525,2
-6.908524995384216,-6.1878596537526676,2
-4.988920763695016,9.598036139146997,1
-5.443784838606611,-6.491284180537103,2
-4.944740145071654,-7.5752402774588505,2
-5.733836240150319,-6.401710430748254,2
-6.968396646332125,7.274601570180827,1
-6.480208019963378,-4.136016315610686,2
-6.697313259687605,-7.938681198107814,2
-5.17569905326266,7.882441099450669,1
-5.390736087544217,-5.9002810137648325,2
-7.767684589982049,-7.004449486167438,2
-6.481954796529544,-6.454765310695736,2
-6.074909234975873,-6.654621473735309,2
-7.665923896951049,7.67876735065752,1
-4.7737300037043475,7.051444764261767,1
-4.458213772927309,-6.752794050692574,2
-6.269336123723194,8.120456265373308,1
-7.530710570528665,-7.1148874918857805,2
-5.809946330620873,-8.091171030378476,2
-6.768182655329263,-7.988611870598247,2
-5.593432141387509,8.855087374370994,1
-7.25217462112149,7.024814891787065,1
-5.906915787394906,-7.94707830011202,2
-6.082069780783056,8.047572198377285,1
-6.279702767331831,7.663018888878193,1
-7.007987551865296,8.486297491684917,1
-6.674797974044679,8.382532497957397,1
-8.433395768015725,7.11700017778257,1
-5.553466345370975,7.64388555980664,1
-7.070352480447258,-6.570951192397242,2
-6.140557953703177,7.734276731098653,1
-4.724890194890249,-6.973079302623756,2
-5.818823047841156,8.955906175461159,1
-5.264286177307508,7.983322885188711,1
-5.8763412441069915,-6.229053415669309,2
-5.4928528176584335,8.444685396274233,1
-6.950578980415368,8.1826234614924,1
-7.1532438416374715,7.075943701687055,1
-7.82521999168167,-7.175789134452655,2
-3.852729371522305,8.815525977739643,1
-5.686588060236436,8.889749083900622,1
-5.775501817248065,-6.353810779094135,2
-5.4622059306136,8.78343536822927,1
-5.171329616539342,-7.349468607914155,2
-5.576233078563102,9.830764439569514,1
-4.959653854647795,8.025330596242455,1
-6.768030419556016,7.095037341733763,1
-8.001953411749453,8.031448668038736,1
-4.8185822325437435,-6.700962780565874,2
-6.35696309027365,-5.2686241792413115,2
-5.447370196899027,8.475392960005767,1
-7.833063053636028,6.770118032176027,1
-5.819254090691832,-6.796379413257172,2
-6.223482452936466,-7.338285825802231,2
-4.777905196374201,7.124951692419373,1
-6.422741689094754,8.511300924588511,1
-7.570701995933478,-5.302242744798912,2
-5.397971837177867,-7.4734178137370355,2
-6.027938221186376,-7.036926768929812,2
-5.373519271577397,-5.414083243039232,2
-4.370659951741569,9.647735901551123,1
-6.3685925839898045,-7.4984435452198035,2
-7.334833401760362,-5.8237947732225885,2
-5.511034534392501,6.622952582200616,1
-6.8075041364645825,-6.741552189467005,2
-6.981633852852839,-6.544254284854197,2
-7.318922723102226,8.378525637793027,1
-6.191042571300599,9.000983217143176,1
-5.523983765498571,-6.2587523957112445,2
-7.919115111148805,6.32301900328809,1
-5.7142844071729915,-6.833990463303262,2
-7.213380252069327,-7.919511333288144,2
-6.428683508767083,9.519617025895036,1
-5.586160079115763,-7.567490743944888,2
-5.472708790984663,-9.831279595662046,2
-5.834168892475842,7.379134482695793,1
-5.843777543518056,7.346955970035805,1
-4.909742094150265,8.153015287819747,1
-5.9980423933565605,7.168260933483062,1
-9.415372593299661,-6.555725866646857,2
-6.131379672304704,9.6595204915377,1
-5.766546425144195,-6.216478404600663,2
-6.830397025876511,-5.73445858142641,2
-6.173854613880548,-6.84411913841519,2
-6.322997327442732,8.699053748281678,1
-5.619002954089212,7.923387857965808,1
-6.959446635130998,9.488110480571704,1
-8.707572336524418,-9.470306680862853,2
-7.80962340288759,7.544056566161121,1
-5.748644262184331,8.124120999179624,1
-6.769157343221374,-7.348848681340332,2
-6.339250877525081,-8.241403326730087,2
-5.496537873370299,7.278726009475405,1
-6.681037647990258,9.904472200721225,1
-5.730351281629485,9.501232965604656,1
-7.947233018890289,-8.35689722053478,2
-6.138806927932859,7.498752800122508,1
-7.640148624008188,-7.897424251022126,2
-6.170250840926686,-6.212536092379595,2
-5.301939576793767,-6.274086327091353,2
-6.841800672434936,-6.168961443838521,2
-4.772996644096011,-5.923944702411834,2
-6.963955016892985,-5.223247127839137,2
-5.920651085867364,9.769542267884155,1
-6.9803489376619146,-5.790970276580172,2
-8.414106105233484,-8.40138834348864,2
-6.470859302389838,-5.9540504189993575,2
-6.266797660838699,-6.488290920725107,2
-6.123327600217497,8.84276107534138,1
-5.6525759358930845,6.704160906104105,1
-7.523959436710193,8.146332459558632,1
-5.833098984805695,8.160331404350472,1
-6.731133749516069,-8.37215270359564,2
-6.016289028412263,-6.143141489050167,2
-4.49428230803378,7.966903841723896,1
-6.702122910941058,-5.736619126689046,2
-5.274916245155494,7.518313970067851,1
-8.92875363505884,-6.998129933190482,2
-6.924468604891038,-7.865707588984322,2
-6.673817305000463,-5.761069812249454,2
-6.414054352299125,9.09962031583239,1
-5.836033487042689,-7.05825017567477,2
-6.262937085246864,8.433787542507877,1
-6.166984592314725,-7.916512780172237,2
-7.682764776199392,-7.702544197146429,2
-11.776770123135428,0.6021741864096422,1
-3.9287287879283053,7.608552182683629,1
-6.242930035975123,7.696849253086115,1
-7.076353307791525,-5.632303451935986,2
-7.389861461343116,-3.44975318891638,2
-7.400941146747972,-5.003124432218939,2
-8.252598064885714,-9.010200467738148,2
-6.690791970890046,9.046521639846466,1
-6.057271359306357,9.070457710737168,1
-5.771539693002012,7.578575251059704,1
-3.741269120482703,7.978460070352875,1
-5.9425227343491285,-6.589815992617298,2
-6.7419615215368704,8.49924162419371,1
-7.224319143475357,-7.696585484928275,2
-7.111825231057564,10.411876586102904,1
-5.8717451898739785,-6.621450123966768,2
-5.780735806614887,7.428254622200019,1
-7.3056402350198955,-6.928538805001922,2
-6.1878406945540565,8.285232124399723,1
-5.622264338900158,6.804246233278958,1
-5.749439603380733,8.959943768954172,1
-6.625561941312585,-7.099764720623571,2
-5.755114132056364,-6.153334104320396,2
-4.918341463242296,9.032166261794236,1
-5.4120187826521855,8.59225299064809,1
-5.222729291742848,6.810952825157209,1
-6.3441602344693955,8.388812060341376,1
-7.335928961080638,8.387306352795493,1
-5.510845675544612,-6.461391859472091,2
-6.580095393916281,8.877041771060751,1
-4.057351384674986,10.99648745390057,1
-6.885990077319487,9.402936391877432,1
-8.193221896692172,-7.0760236568428105,2
-6.56860520863319,-6.3906063412388985,2
-7.52627353969849,-5.536619210784083,2
-6.541037047237947,-8.771299094269668,2
-4.0924277783852485,8.888957126990755,1
-5.518141714492098,7.532013857174288,1
-6.027634308722874,-7.791129286677917,2
-6.967123454372577,-8.077591388666539,2
-5.79658229771541,9.219721258216252,1
-6.255648552887295,9.232273146710662,1
-6.24870149788083,7.924209516596331,1
-5.746566211514893,-5.915992186201528,2
-6.894261127980977,8.352406947349705,1
-6.5478607984774495,9.206870941523826,1
-7.435481398807905,-5.256690177045857,2
-6.764815299636223,-7.1732654517206935,2
-6.3395808216246845,9.06264751645827,1
-6.551182774817088,8.774146362288343,1
-5.798434491843635,-7.5935502090250155,2
-7.80676294076015,8.545198713063959,1
-7.813454854971724,-6.531939295650694,2
-7.682965308555789,9.582618086757876,1
-5.814802904499124,7.9303452709931115,1
-5.921104470037405,9.266048190076374,1
-6.5146337078917655,6.793418174988463,1
-7.544368341547344,-6.653350982083155,2
-7.3581532349624315,7.414846971463527,1
-6.031955520146457,9.213727723500122,1
-5.777391427162673,8.324109056311283,1
-5.469839490484145,8.546438079072468,1
-6.412209959588743,8.92636703107333,1
-6.800291661092873,6.874580134718416,1
-7.60344987868224,-5.8764848754668195,2
-3.824587896025115,9.383451636502103,1
-8.99259178619302,-9.14094652424296,2
-6.567067766291124,10.140725598615173,1
-6.788110573494733,-6.833800062280613,2
-6.768001625780554,-7.163135001951617,2
-6.214943969923316,7.469463924144517,1
-5.637909198463731,8.812165629136743,1
-5.1771739543737425,7.852695819996468,1
-6.0957986483204465,7.4772977101203635,1
-6.889780636693289,8.939986537999541,1
-5.834709882150388,8.018752390815434,1
-6.958013224867639,-7.431266359469363,2
-9.053408183885155,-5.954869815460573,2
-5.705416739749532,7.811438729184119,1
-6.53535887244292,-6.410686749216469,2
-7.24979580342574,-8.901920937298517,2
-6.75438153967642,9.381696291317855,1
-7.90169049632587,-8.218327249430171,2
-3.8404728318642087,7.257338023986416,1
-5.832932218973804,-6.8355661693066585,2
-7.532789991532015,-7.6074200276677075,2
-5.671095450740486,9.951383507848478,1
-6.125172603622765,-5.970747563085382,2
-5.087667858841435,8.628013150793242,1
-6.7648480197882375,8.86879579691881,1
-6.421790625688202,7.617161084922792,1
-8.552798298869776,-6.980968495206719,2
-6.95310206350228,-7.455854768985652,2
-5.92563340172129,-5.570930956945879,2
-5.558643089705209,6.6333724820622635,1
-6.456699345863425,-6.713531690102186,2
-7.126536248635672,-7.000101076460021,2
-6.799482807814518,10.097374276180522,1
-8.266970868379104,-5.886198081073287,2
-5.352865216591761,8.228346980035482,1
-5.957144380515902,-8.050387864417488,2
-6.670033298577902,8.256202157395771,1
-5.96453807033615,9.154467477662362,1
-7.198348495834435,-5.8998194080963415,2
-7.080393820103738,8.834533955587357,1
-6.566970352566914,-6.03245984534647,2
-9.018469017994324,-6.237944635768512,2
-7.683658783823706,-5.637898157520244,2
-7.525398228214277,-7.851224158225635,2
-8.227391764925084,-6.396225581087563,2
-7.993942082746217,-6.678282024499226,2
-6.70870392527673,-7.639296660413596,2
-7.502443393913502,8.688974652852972,1
